,meteorite_name,recclass,mass_g,impact_year,retclat,reclong
476,Konovo,LL5,90,1931,42.51667,26.16667
477,Košice,H5,"4,300",2010,48.76367,21.17633
478,Krähenberg,LL5,"16,500",1869,49.32694,7.46472
479,Krasnoi-Ugol,L6,"2,440",1829,54.03333,40.9
480,Krasnyi Klyuch,H5,"4,000",1946,54.33333,56.08333
481,Krutikha,OC,845.2,1906,56.8,77
482,Krymka,LL3.2,"50,000",1946,47.83333,30.76667
483,Kukschin,L6,"2,250",1938,51.15,31.7
484,Kulak,L5,453.6,1961,30.73111,66.80222
485,Kuleschovka,L6,"6,000",1811,50.75,33.5
486,Kulp,H6,"3,719",1906,41.11667,45
487,Kunashak,L6,"200,000",1949,55.78333,61.36667
488,Kunya-Urgench,H5,"1,100,000",1998,42.25,59.2
489,Kushiike,OC,"4,460",1920,37.05,138.38333
490,Kusiali,L6,5,1860,29.68333,78.38333
491,Kutais,H5,23,1977,44.51667,39.3
492,Kuttippuram,L6,"45,000",1914,10.83333,76.03333
493,Kuznetzovo,L6,"4,047",1932,55.2,75.33333
494,Kyushu,L6,"45,000",1886,32.03333,130.63333
495,La Bécasse,L6,"2,800",1879,47.08333,1.75
496,La Charca,OC,399,1878,20.66667,-101.28333
497,La Colina,H5,"2,000",1924,-37.33333,-61.53333
498,La Criolla,L6,"45,000",1985,-31.23333,-58.16667
499,Laborel,H5,"3,833",1871,44.28333,5.58333
500,Lahrauli,Ureilite,900,1955,26.78333,82.71667
501,L'Aigle,L6,"37,000",1803,48.76667,0.63333
502,Lakangaon,Eucrite-mmict,212.5,1910,21.86667,76.03333
503,Lalitpur,L6,372,1887,24.45,78.56667
504,Lancé,CO3.5,"51,700",1872,47.7,1.06667
505,Lancon,H6,"7,000",1897,43.75,5.11667
506,Långhalsen,L6,"2,300",1947,58.85,16.73333
507,Lanxi,L6,"1,282",1986,46.24167,126.19611
508,Lanzenkirchen,L4,"7,000",1925,47.75,16.23333
509,Laochenzhen,H5,"14,250",1987,33.13333,115.16667
510,Launton,L6,"1,060",1830,51.9,-1.11667
511,Lavrentievka,L6,800,1938,52.45,51.56667
512,Le Pressoir,H5,"3,000",1845,47.16667,0.43333
513,Le Teilleul,Howardite,780,1845,48.53333,-0.86667
514,Leedey,L6,"51,500",1943,35.88333,-99.33333
515,Leeuwfontein,L6,460,1912,-25.66667,28.36667
516,Leighlinbridge,L6,271.4,1999,52.66667,-6.96667
517,Leighton,H5,877,1907,34.58333,-87.5
518,Leonovka,L6,700,1900,52.26667,32.85
519,Les Ormes,L6,125,1857,48.35,3.25
520,Lesves,L6,"2,000",1896,50.36667,4.73333
521,Lichtenberg,H6,"4,000",1973,-26.15,26.18333
522,Lillaverke,H5,"6,862",1930,56.65,15.86667
523,Limerick,H5,"50,000",1813,52.56667,-8.78333
524,Linum,L6,"1,862",1854,52.75,12.9
525,Lishui,L5,498,1978,31.63333,118.98333
526,Lissa,L6,"12,800",1808,50.2,14.85
527,Little Piney,L5,491,1839,37.91667,-92.08333
528,Lixna,H4,"5,213",1820,56,26.43333
529,Lodran,Lodranite,"1,000",1868,29.53333,71.8
530,Lohawat,Howardite,"40,000",1994,26.96556,72.62667
531,Lorton,L6,329.7,2010,38.70066,-77.21163
532,Los Martinez,L6,25,1894,38,-0.83333
533,Lost City,H5,"17,000",1970,36.00833,-95.15
534,Louisville,L6,"1,300",1977,38.25,-85.75
535,Łowicz,Mesosiderite-A3,"59,000",1935,52,19.91667
536,Lua,L5,"9,241",1926,24.95,75.15
537,Lucé,L6,"3,500",1768,47.85,0.48333
538,Lumpkin,L6,340,1869,32.03333,-84.76667
539,Lunan,H6,"2,520",1980,24.8,103.3
540,Lundsgård,L6,"11,000",1889,56.21667,13.03333
541,Luotolax,Howardite,885,1813,61.2,27.7
542,Luponnas,H3-5,"14,000",1753,46.21667,5
543,Mabwe-Khoywa,L5,540,1937,19,97
544,Macau,H5,"1,500",1836,-5.2,-36.66667
545,Machinga,L6,"93,200",1981,-15.21222,35.24222
546,Macibini,Eucrite-pmict,"1,995",1936,-28.83333,31.95
547,Madhipura,L,"1,000",1950,25.91667,86.36667
548,Madiun,L6,400,1935,-7.75,111.53333
549,Madrid,L6,400,1896,40.41667,-3.71667
550,Mafra,L3-4,600,1941,-26.16667,-49.93333
551,Magnesia,"Iron, IAB-sHL","5,000",1899,37.86667,27.51667
552,Magombedze,H3-5,666.6,1990,-19.48333,31.65
553,Mahadevpur,H4/5,"70,500",2007,27.66667,95.78333
554,Maigatari-Danduma,H5/6,"4,629",2004,12.83333,9.38333
555,Malaga,OC,150,1933,32.21667,-104
556,Malakal,L5,"2,000",1970,9.5,31.75
557,Malampaka,H,470,1930,-3.13333,33.51667
558,Malvern,Eucrite-pmict,807,1933,-29.45,26.76667
559,Mamra Springs,L6,"1,000",1927,45.21667,62.08333
560,Manbhoom,LL6,"1,700",1863,23.05,86.7
561,Manegaon,Diogenite,50,1843,20.96667,76.1
562,Mangwendi,LL6,"22,300",1934,-17.65,31.6
563,Manych,LL3.4,"3,555",1951,45.81667,44.63333
564,Mardan,H5,"4,500",1948,34.23333,72.08333
565,Mariaville,Iron,340,1898,42.71667,-99.38333
566,Maribo,CM2,25.81,2009,54.76183,11.46745
567,Maridi,H6,"3,200",1941,4.66667,29.25
568,Marilia,H4,"2,500",1971,-22.25,-49.93333
569,Marion (Iowa),L6,"28,400",1847,41.9,-91.6
570,Marjalahti,"Pallasite, PMG","45,000",1902,61.5,30.5
571,Marmande,L5,"3,000",1848,44.5,0.15
572,Maromandia,L6,"6,000",2002,-14.2,48.1
573,Maryville,L6,"1,443",1983,35.8,-84.1
574,Mascombes,L6,"1,000",1836,45.36667,1.86667
575,Mason Gully,H5,24.54,2010,0,0
576,Mässing,Howardite,"1,600",1803,48.13333,12.61667
577,Mauerkirchen,L6,"19,000",1768,48.18333,13.13333
578,Mauritius,L6,220,1801,-20,57
579,Mayo Belwa,Aubrite,"4,850",1974,8.96667,12.08333
580,Mazapil,"Iron, IAB-sLL","4,000",1885,24.68333,-101.68333
581,Maziba,L6,"4,975",1942,-1.21667,30
582,Mbale,L5/6,"150,000",1992,1.06667,34.16667
583,Medanitos,Eucrite-cm,31,1953,-27.25,-67.5
584,Meerut,H5,22,1861,29.01667,77.8
585,Meester-Cornelis,H5,"24,750",1915,-6.23333,106.88333
586,Menow,H4,"10,500",1862,53.18333,13.15
587,Menziswyl,L5,28.9,1903,46.81867,7.21817
588,Mern,L6,"4,000",1878,55.05,12.06667
589,Meru,LL6,"6,000",1945,0,37.66667
590,Merua,H5,"71,400",1920,25.48333,81.98333
591,Messina,L5,"2,405",1955,38.18333,15.56667
592,Meuselbach,L6,870,1897,50.58333,11.1
593,Mezel,L6,"1,300",1949,45.76667,3.25
594,Mezö-Madaras,L3.7,"22,700",1852,46.5,25.73333
595,Mhow,L6,350,1827,25.9,83.61667
596,Mianchi,H5,"1,100",1980,34.8,111.7
597,Middlesbrough,L6,"1,600",1881,54.56667,-1.16667
598,Mifflin,L5,"3,584",2010,42.9075,-90.36556
599,Mighei,CM2,"8,000",1889,48.06667,30.96667
600,Mihonoseki,L6,"6,380",1992,35.56833,133.22
601,Mike,L6,224.2,1944,46.23333,17.53333
602,Milena,L6,"10,000",1842,46.18333,16.1
603,Millbillillie,Eucrite-mmict,"330,000",1960,-26.45,120.36667
604,Miller (Arkansas),H5,"16,700",1930,35.4,-92.05
605,Minamino,L,"1,040",1632,35.07833,136.93333
606,Mineo,Pallasite,42,1826,37.28333,14.7
607,Min-Fan-Zhun,LL6,"5,500",1952,32.33333,120.66667
608,Minnichhof,OC,550,1905,47.7,16.6
609,Mirzapur,L5,"8,510",1910,25.68333,83.25
610,Misshof,H5,"5,800",1890,56.66667,23
611,Mjelleim,H,100.7,1898,61.73333,5.93333
612,Mocs,L5-6,"300,000",1882,46.8,24.03333
613,Modoc (1905),L6,"35,000",1905,38.5,-101.1
614,Mokoia,CV3,"4,500",1908,-39.63333,174.4
615,Molina,H5,"144,000",1858,38.11667,-1.16667
616,Molteno,Howardite,150,1953,-31.25,26.46667
617,Monahans (1998),H5,"2,587",1998,31.60833,-102.85833
618,Monroe,H4,"8,600",1849,35.25,-80.5
619,Monte das Fortes,L5,"4,885",1950,38.01667,-8.25
620,Monte Milone,L5,"3,130",1846,43.26667,13.35
621,Montferré,H5,"149,000",1923,43.39056,1.9625
622,Montlivault,L6,500,1838,47.63333,1.58333
623,Moore County,Eucrite-cm,"1,880",1913,35.41667,-79.38333
624,Mooresfort,H5,"3,520",1810,52.45,-8.33333
625,Moorleah,L6,"8,887.50",1930,-40.975,145.6
626,Moradabad,L6,70,1808,28.78333,78.83333
627,Morávka,H5,633,2000,49.6,18.53333
628,Mornans,H5,"1,300",1875,44.6,5.13333
629,Moss,CO3.6,"3,763",2006,59.43333,10.7
630,Moti-ka-nagla,H6,"1,500",1868,26.83333,77.33333
631,Motta di Conti,H4,"9,150",1868,45.2,8.5
632,Mount Browne,H6,"11,300",1902,-29.8,141.7
633,Mount Tazerzait,L5,"110,000",1991,18.7,4.8
634,Mount Vaisi,Stone-uncl,"17,000",1637,44.08333,6.86667
635,Mtola,Stone-uncl,"1,100",1944,-11.5,33.5
636,Muddoor,L5,"4,400",1865,12.63333,77.01667
637,Mulletiwu,L,25.5,1795,9.33333,80.83333
638,Muraid,L6,"4,703",1924,24.5,90.21667
639,Murchison,CM2,"100,000",1969,-36.61667,145.2
640,Murray,CM2,"12,600",1950,36.6,-88.1
641,Muzaffarpur,"Iron, IAB-sHL","1,245",1964,26.13333,85.53333
642,Nadiabondi,H5,"8,165",1956,12,1
643,Nagai,L6,"1,810",1922,38.12167,140.06167
644,Nagaria,Eucrite-cm,20,1875,26.98333,78.21667
645,Nagy-Borové,L5,"6,100",1895,49.16667,19.5
646,Nakhla,Martian (nakhlite),"10,000",1911,31.31667,30.35
647,Nakhon Pathom,L6,"23,200",1923,13.73333,100.08333
648,Nammianthal,H5,"4,500",1886,12.28333,79.2
649,Nan Yang Pao,L6,"52,900",1917,35.66667,103.5
650,Nanjemoy,H6,"7,500",1825,38.41667,-77.16667
651,Nantong,H6,529,1984,32.11667,121.8
652,Naoki,H6,"17,000",1928,19.25,77
653,Naragh,H6,"2,700",1974,33.75,51.5
654,Narellan,L6,367.5,1928,-34.05,150.68889
655,Nassirah,H4,347,1936,-21.73333,165.9
656,Nawapali,CM2,105,1890,21.25,83.66667
657,Neagari,L6,420,1995,36.44917,136.46528
658,Nedagolla,"Iron, ungrouped","4,500",1870,18.68333,83.48333
659,Nejo,L6,"2,450",1970,9.5,35.33333
660,Nerft,L6,"10,250",1864,56.5,21.5
661,Neuschwanstein,EL6,"6,189",2002,47.525,10.80833
662,New Concord,L6,"230,000",1860,40,-81.76667
663,New Halfa,L4,"12,000",1994,15.36667,35.68333
664,New Orleans,H5,"19,256",2003,29.94718,-90.10976
665,Ngawi,LL3.6,"1,393",1883,-7.45,111.41667
666,N'Goureyma,"Iron, ungrouped","37,500",1900,13.85,-4.38333
667,Nikolaevka,H4,"3,996",1935,52.45,78.63333
668,Nikolskoe,L4,"6,000",1954,56.11667,37.33333
669,Ningbo,"Iron, IVA","14,250",1975,29.86667,121.48333
670,Ningqiang,C3-ung,"4,610",1983,32.925,105.90667
671,Nio,H3-4,467,1897,34.2,131.56667
672,N'Kandhla,"Iron, IID","17,200",1912,-28.56667,30.7
673,Nobleborough,Eucrite-pmict,"2,300",1823,44.08333,-69.48333
674,Noblesville,H4-6,483.7,1991,40.08528,-86.055
675,Nogata,L6,472,860,33.725,130.75
676,Nogoya,CM2,"4,000",1879,-32.36667,-59.83333
677,Norfork,"Iron, IIIAB","1,050",1918,36.21667,-92.26667
678,Norton County,Aubrite,"1,100,000",1948,39.68333,-99.86667
679,Noventa Vicentina,H4,177,1971,45.29167,11.52722
680,Novo-Urei,Ureilite,"1,900",1886,54.81667,46
681,Novy-Projekt,OC,"1,001",1908,56,22
682,Noyan-Bogdo,L6,250,1933,42.91667,102.46667
683,Nuevo Mercurio,H5,"50,000",1978,24.3,-102.13333
684,Nulles,H6,"5,000",1851,41.63333,0.75
685,Numakai,H4,363,1925,43.33333,141.86667
686,Nyaung,"Iron, IIIAB",737.6,1939,21.20833,94.91667
687,Nyirábrany,LL5,"1,100",1914,47.55,22.025
688,Ochansk,H4,"500,000",1887,57.78333,55.26667
689,Oesede,H5,"1,400",1927,52.28333,8.05
690,Oesel,L6,"6,000",1855,58.5,23
691,Ofehértó,L6,"3,750",1900,47.88333,22.03333
692,Ogi,H6,"14,360",1741,33.28333,130.2
693,Ohaba,H5,"16,250",1857,46.06667,23.58333
694,Ohuma,L5,"7,700",1963,6.75,8.5
695,Ojuelos Altos,L6,"5,850",1926,38.18333,-5.4
696,Okabe,H5,194,1958,36.18333,139.21667
697,Okano,"Iron, IIAB","4,742",1904,35.08333,135.2
698,Okniny,LL6,"12,000",1834,50.83333,25.5
699,Oldenburg (1930),L6,"16,570",1930,52.95,8.16667
700,Olivenza,LL5,"150,000",1924,38.71667,-7.06667
701,Olmedilla de Alarcón,H5,"40,000",1929,39.56667,-2.1
702,Omolon,"Pallasite, PMG","250,000",1981,64.02,161.80833
703,Orgueil,CI1,"14,000",1864,43.88333,1.38333
704,Orlando,Eucrite,180,2004,28.5475,-81.36222
705,Ornans,CO3.4,"6,000",1868,47.11667,6.15
706,Ortenau,Stone-uncl,"4,500",1671,48.5,8
707,Orvinio,H6,"3,400",1872,42.13333,12.93333
708,Oterøy,L6,246,1928,58.88333,9.4
709,Otomi,H,"6,510",1867,38.4,140.35
710,Ottawa,LL6,840,1896,38.6,-95.21667
711,Ouadangou,L5,"4,440",2003,12.9,0.08
712,Oued el Hadjar,LL6,"1,215.50",1986,30.18,-6.57717
713,Oum Dreyga,H3-5,"17,000",2003,24.3,-13.1
714,Ourique,H4,"20,000",1998,37.60833,-8.28
715,Ovambo,L6,121.5,1900,-18,16
716,Oviedo,H5,205,1856,43.4,-5.86667
717,Pacula,L6,"3,400",1881,21.05,-99.3
718,Padvarninkai,Eucrite-mmict,"3,858",1929,55.66667,25
719,Paitan,H6,515,1910,17.74333,120.45583
720,Palca de Aparzo,L5,"1,430",1988,-23.11667,-65.1
721,Palinshih,Iron,"18,000",1914,43.48333,118.61667
722,Palmyra,L3,135,1926,39.8,-91.5
723,Palolo Valley,H5,682,1949,21.3,-157.78333
724,Pampanga,L5,"10,500",1859,15.08333,120.7
725,Pantar,H5,"2,130",1938,8.06667,124.28333
726,Paragould,LL5,"408,000",1930,36.06667,-90.5
727,Parambu,LL5,"2,000",1967,-6.23333,-40.7
728,Paranaiba,L6,"100,000",1956,-19.13333,-51.66667
729,Park Forest,L5,"18,000",2003,41.48472,-87.67917
730,Parnallee,LL3.6,"77,600",1857,9.23333,78.35
731,Parsa,EH3,800,1942,26.2,85.4
732,Pasamonte,Eucrite-pmict,"5,100",1933,36.21667,-103.4
733,Patora,H6,"4,375",1969,20.93694,82.05
734,Patrimonio,L6,"2,121",1950,-19.53333,-48.56667
735,Patti,Iron,12,1922,38.13333,14.96667
736,Patwar,Mesosiderite-A1,"37,350",1935,23.15,91.18333
737,Pavel,H5,"2,968",1966,43.46667,25.51667
738,Pavlodar (stone),H5,142.5,1938,52.3,77.03333
739,Pavlograd,L6,"40,000",1826,48.53333,35.98333
740,Pavlovka,Howardite,"2,000",1882,52.03333,43
741,Peace River,L6,"45,760",1963,56.13333,-117.93333
742,Peckelsheim,Diogenite-pm,117.8,1953,51.66667,9.25
743,Peekskill,H6,"12,570",1992,41.28333,-73.91667
744,Peña Blanca Spring,Aubrite,"70,000",1946,30.125,-103.11667
745,Peramiho,Eucrite-mmict,165,1899,-10.66667,35.5
746,Perpeti,L6,"23,474",1935,23.325,91
747,Perth,LL5,2,1830,56.4,-3.43333
748,Pervomaisky,L6,"66,000",1933,56.63333,39.43333
749,Pesyanoe,Aubrite,"3,393",1933,55.5,66.08333
750,Pétèlkolé,H5,189,1995,14.052,0.42
751,Petersburg,Eucrite-pmict,"1,800",1855,35.3,-86.63333
752,Phillips County (stone),L6,"57,900",1901,40,-99.25
753,Phu Hong,H4,500,1887,11.25,108.58333
754,Phum Sambo,H4,"7,800",1933,12,105.48333
755,Phuoc-Binh,L5,"11,000",1941,15.71667,108.1
756,Piancaldoli,LL3.4,13.1,1968,44.24417,11.50222
757,Pillistfer,EL6,"23,250",1863,58.66667,25.73333
758,Piplia Kalan,Eucrite-mmict,"42,000",1996,26.03472,73.94167
759,Piquetberg,H,37,1881,-32.86667,18.71667
760,Pirgunje,L6,842,1882,25.8,88.45
761,Pirthalla,H6,"1,161",1884,29.58333,76
762,Pitts,"Iron, IAB-ung","3,760",1921,31.95,-83.51667
763,Plantersville,H6,"2,085",1930,30.7,-96.11667
764,Pleşcoi,L5-6,"6,913",2008,45.275,26.70972
765,Ploschkovitz,L5,39,1723,50.53333,14.11667
766,Pnompehn,L6,96,1868,11.58333,104.91667
767,Pohlitz,L5,"3,000",1819,50.93333,12.13333
768,Pokhra,H5,350,1866,26.71667,82.66667
769,Pollen,CM2,253.6,1942,66.34833,14.015
770,Pontlyfni,Winonaite,157,1931,53.03639,-4.31944
771,Portales Valley,H6,"71,400",1998,34.175,-103.295
772,Portugal,Stone-uncl,"4,500",1796,38.5,-8
773,Po-wang Chen,LL,665,1933,31.41667,118.5
774,Prambachkirchen,L6,"2,125",1932,48.3025,13.94083
775,Pribram,H5,"5,555",1959,49.66667,14.03333
776,Pricetown,L6,900,1893,39.11667,-83.85
777,Puerto Lápice,Eucrite-br,500,2007,39.35,-3.51667
778,Pulsora,H5,560,1863,23.36667,75.18333
779,Pultusk,H5,"250,000",1868,52.76667,21.26667
780,Punganaru,Stone-uncl,100,1811,13.33333,78.95
781,Putinga,L6,"300,000",1937,-29.03333,-53.05
782,Qidong,L/LL5,"1,275",1982,32.08333,121.5
783,Qingzhen,EH3,"2,600",1976,26.53333,106.46667
784,Queen's Mercy,H6,"7,000",1925,-30.11667,28.7
785,Quenggouk,H4,"6,045",1857,17.76667,95.18333
786,Quesa,"Iron, IAB-ung","10,750",1898,39,-0.66667
787,Quija,H,"17,450",1990,44.61667,126.13333
788,Quincay,L6,65,1851,46.6,0.25
789,Raco,H5,"5,000",1957,-26.66667,-65.45
790,Raghunathpura,"Iron, IIAB","10,200",1986,27.72528,76.465
791,Rahimyar Khan,L5,"67,225",1983,28.225,70.2
792,Rakovka,L6,"9,000",1878,52.98333,37.03333
793,Ramnagar,L6,"3,766",1940,26.45,82.9
794,Rampurhat,LL,100,1916,24.16667,87.76667
795,Ramsdorf,L6,"4,682",1958,51.88333,6.93333
796,Ranchapur,H4,290.4,1917,23.98333,87.08333
797,Rancho de la Presa,H5,300,1899,19.86667,-100.81667
798,Rangala,L6,"3,224.50",1937,25.38333,72.01667
799,Raoyang,L6,"4,910",1919,38.2,115.7
800,Ras Tanura,H6,6.1,1961,26.66667,50.15
801,Rasgrad,Stone-uncl,"24,700",1740,43.5,26.53333
802,Ratyn,Stone-uncl,910,1880,52.2,17.98333
803,Red Canyon Lake,H5,18.41,2007,38.13742,-119.75812
804,Reliegos,L5,"17,300",1947,42.475,-5.33333
805,Rembang,"Iron, IVA","10,000",1919,-6.73333,111.36667
806,Renazzo,CR2,"1,000",1824,44.76667,11.28333
807,Renca,L5,300,1925,-32.75,-65.28333
808,Renqiu,L6,355,1916,38.66667,116.13333
809,Repeev Khutor,"Iron, IIF","7,000",1933,48.6,45.66667
810,Revelstoke,CI1,1,1965,51.33333,-118.95
811,Rewari,L6,"3,332",1929,28.2,76.66667
812,Rich Mountain,L6,668,1903,35.03333,-83.03333
813,Uzcudun,L,"20,000",1948,-44.11667,-66.15
814,Richardton,H5,"90,000",1918,46.88333,-102.31667
815,Richland Springs,OC,"1,900",1980,31.25,-99.03333
816,Richmond,LL5,"1,800",1828,37.46667,-77.5
817,Rio Negro,L4,"1,310",1934,-26.1,-49.8
818,Rivolta de Bassi,Stone-uncl,103.3,1490,45.48333,9.51667
819,Rochester,H6,340,1876,41.08333,-86.28333
820,Rockhampton,Stone-uncl,"1,641",1895,-23.38333,150.51667
821,Roda,Diogenite,400,1871,42.3,0.55
822,Rodach,Stone-uncl,"2,900",1775,50.35,10.8
823,Rose City,H5,"10,600",1921,44.51667,-83.95
824,Rowton,"Iron, IIIAB","3,500",1876,52.76667,-2.51667
825,Ruhobobo,L6,465.5,1976,-1.45,29.83333
826,Rumuruti,R3.8-6,67,1934,0.26667,36.53333
827,Rupota,L4-6,"6,000",1949,-10.26667,38.76667
828,Ryechki,L5,"13,000",1914,51.13333,34.5
829,Sabetmahet,H5,"1,250",1855,27.43333,82.08333
830,Sabrum,LL6,478,1999,23.08333,91.66667
831,Saint-Sauveur,EH5,"14,000",1914,43.73333,1.38333
832,Saint-Séverin,LL6,"271,000",1966,45.3,0.23333
833,Sakauchi,Iron,"4,180",1913,35.66667,136.3
834,Salem,L6,61.4,1981,44.97917,-122.96944
835,Salles,L5,"9,000",1798,46.05,4.63333
836,Salzwedel,LL5,43,1985,52.75,11.05
837,Samelia,"Iron, IIIAB","2,462",1921,25.66667,74.86667
838,San Juan Capistrano,H6,56,1973,33.48472,-117.6625
839,San Michele,L6,237,2002,43.66667,13
840,San Pedro de Quiles,L6,282,1956,-31.01667,-71.4
841,San Pedro Jacuaro,LL6,460,1968,19.76667,-100.65
842,Santa Barbara,L4,400,1873,-29.2,-51.86667
843,Santa Cruz,CM2,60,1939,24.16667,-99.33333
844,Santa Isabel,L6,"5,500",1924,-33.9,-61.7
845,Santa Lucia (2008),L6,"4,000",2008,-31.535556,-68.489444
846,São Jose do Rio Preto,H4,927,1962,-20.81,-49.38056
847,Saratov,L4,"200,000",1918,52.55,46.55
848,Sasagase,H,695,1688,34.71667,137.78333
849,Sauguis,L6,"4,000",1868,43.15,-0.85
850,Savtschenskoje,LL4,"2,500",1894,47.21667,29.86667
851,Sayama,CM2,430,1986,35.86667,139.4
852,Sazovice,L5,412,1934,49.23333,17.56667
853,Schellin,L,"7,000",1715,53.35,15.05
854,Schenectady,H5,283.3,1968,42.86083,-73.95028
855,Schönenberg,L6,"8,000",1846,48.11667,10.46667
856,Searsmont,H5,"5,400",1871,44.36667,-69.2
857,Sediköy,L6,240,1917,38.3,27.13333
858,Segowlie,LL6,"6,930",1853,26.75,84.78333
859,Selakopi,H5,"1,590",1939,-7.23333,107.33333
860,Seldebourak,H5,150,1947,22.83333,4.98333
861,Semarkona,LL3.00,691,1940,22.25,79
862,Sena,H4,"4,000",1773,41.71667,-0.05
863,Senboku,H6,866,1993,39.43833,140.51167
864,Seoni,H6,"20,000",1966,21.68389,79.50083
865,Seres,H4,"8,500",1818,41.05,23.56667
866,Serra de Magé,Eucrite-cm,"1,800",1923,-8.38333,-36.76667
867,Sete Lagoas,H4,350,1908,-19.46667,-44.21667
868,Sevilla,LL4,180,1862,37.41667,-6
869,Sevrukovo,L5,"101,000",1874,50.61667,36.6
870,Sfax,L6,"7,000",1989,34.75,10.71667
871,Shalka,Diogenite,"4,000",1850,23.1,87.3
872,Sharps,H3.4,"1,265",1921,37.83333,-76.7
873,Shelburne,L5,"18,600",1904,44.05,-80.16667
874,Shergotty,Martian (shergottite),"5,000",1865,24.55,84.83333
875,Sheyang,L6,605,1976,33.65,120.06667
876,Shikarpur,L6,"3,679.70",1921,25.85,87.5775
877,Shuangyang,H5,"3,900",1971,43.5,125.66667
878,Shupiyan,H6,"5,000",1912,33.71667,74.83333
879,Shytal,L6,"3,200",1863,24.33333,90.16667
880,Siena,LL5,"3,700",1794,43.11667,11.6
881,Sikhote-Alin,"Iron, IIAB","23,000,000",1947,46.16,134.65333
882,Silao,H5,"1,710",1995,20.93333,-101.38333
883,Silistra,Achondrite-ung,0.15,1917,44.11667,27.26667
884,Simmern,H5,"1,222",1920,49.98333,7.53333
885,Sinai,L6,"1,455",1916,30.9,32.48333
886,Sindhri,H5,"8,400",1901,26.21667,69.55
887,Sinnai,H6,"2,000",1956,39.3,9.2
888,Sioux County,Eucrite-mmict,"4,100",1933,42.58333,-103.66667
889,Sitathali,H5,"1,600",1875,20.91667,82.58333
890,Sivas,H6,"40,000",1989,39.82467,36.13583
891,Sixiangkou,L5,630,1989,32.43333,119.86667
892,Ski,L6,850,1848,59.73333,10.86667
893,Slavetic,H5,"1,708",1868,45.68333,15.6
894,Slobodka,L4,"2,750",1818,55,35
895,Soheria,OC,72.9,1960,27.13333,84.06667
896,Soko-Banja,LL4,"80,000",1877,43.66667,21.86667
897,Sologne,H5,54,1860,47.36667,1.73333
898,Sołtmany,L6,"1,066",2011,54.00883,22.005
899,Sone,H5,"17,100",1866,35.16667,135.33333
900,Songyuan,L6,"36,900",1993,45.25,125
901,Sopot,OC,958,1927,44.41667,23.5
902,Soroti,"Iron, ungrouped","2,050",1945,1.7,33.63333
903,St. Caprais-de-Quinsac,L6,360,1883,44.75,0.05
904,St. Christophe-la-Chartreuse,L6,"5,500",1841,46.95,-1.5
905,St. Denis Westrem,L6,700,1855,51.05,3.75
906,St. Germain-du-Pinel,H6,"4,000",1890,48.01667,-1.15
907,St. Louis,H4,"1,000",1950,38.7,-90.23333
908,St. Mark's,EH5,"13,780",1903,-32.01667,27.41667
909,St. Mary's County,LL3.3,24.3,1919,38.16667,-76.38333
910,St. Mesmin,LL6,"8,300",1866,48.45,3.93333
911,St. Michel,L6,"17,000",1910,61.65,27.2
912,St.-Chinian,L6,134.3,1959,43.43333,2.95
913,Ställdalen,H5,"34,000",1876,59.93333,14.95
914,Stannern,Eucrite-mmict,"52,000",1808,49.28333,15.56667
915,Stavropol,L6,"1,500",1857,45.05,41.98333
916,Ste. Marguerite,H4,"4,960",1962,50.76667,3
917,Sterlitamak,"Iron, IIIAB","325,000",1990,53.66667,55.98333
918,Stratford,L6,50,1974,41.2,-73.13333
919,Strathmore,L6,"13,400",1917,56.58333,-3.25
920,Stretchleigh,Stone-uncl,"10,400",1623,50.38333,-3.95
921,St-Robert,H5,"25,400",1994,45.96861,-72.97806
922,Success,L6,"3,500",1924,36.48333,-90.66667
923,Suchy Dul,L6,815.3,1969,50.53806,16.26333
924,Suizhou,L6,"260,000",1986,31.61667,113.46667
925,Sulagiri,LL6,"110,000",2008,12.66667,78.03333
926,Sultanpur,L/LL6,"1,710.50",1916,25.93333,84.28333
927,Sungach,H5,637,1935,44.86667,133.16667
928,Supuhee,H6,"7,235",1865,26.71667,84.21667
929,Sutter's Mill,C,992.5,2012,38.80389,-120.90806
930,Sylacauga,H4,"5,560",1954,33.18836,-86.2945
931,Tabor,H5,"7,540",1753,49.4,14.65
932,Tadjera,L5,"9,000",1867,36.18333,5.41667
933,Tagish Lake,C2-ung,"10,000",2000,59.70444,-134.20139
934,Tahara,H4/5,"1,000",1991,34.72,137.305
935,Takenouchi,H5,720,1880,35.38333,134.9
936,Tambakwatu,L6,"10,500",1975,-7.75,112.76667
937,Tamdakht,H5,"100,000",2008,31.16333,-7.015
938,Tané,L5,905,1918,35.43333,136.23333
939,Taonan,L5,"3,850",1965,45.4,122.9
940,Tatahouine,Diogenite,"12,000",1931,32.95,10.41667
941,Tathlith,L6,"2,500",1967,19.38333,43.73333
942,Tauk,L6,"6,000",1929,35.13333,44.45
943,Tauti,L6,"21,000",1937,46.71667,23.5
944,Tenham,L6,"160,000",1879,-25.73333,142.95
945,Tennasilm,L4,"28,500",1872,58.03333,26.95
946,Thal,H6,342,1950,33.4,70.6
947,Thika,L6,"14,200",2011,-1.00278,37.15028
948,Thuathe,H4/5,"45,300",2002,-29.33333,27.58333
949,Tianzhang,H5,"2,232",1986,32.94667,118.99
950,Tieschitz,H/L3.6,"28,000",1878,49.6,17.11667
